row_type	key	date	author	subject_or_title	files_changed	additions	deletions	branch_or_state	merge_or_keyword_flags	head_branch	base_branch
commit	8eb2ce412df8602504d38063ac8bdfd26dac3ccf	2026-04-11	Nihala (Ma'at)	fix(ei-v2): hybrid override_margin vs default learned params	2	14	2	(agent/ei-v2-hybrid-selector-fix)			
commit	115ba136b37837cefea3ec40906bbf054f22ccb3	2026-04-10	Nihala (Ma'at)	docs: Refresh pilot books and comparison report (teacher-matched baseline).	30	2950	2648	(origin/agent/compose-delivery-wave2, agent/compose-delivery-wave2-clean)	teacher		
commit	3918785f33364788d217e3c20657ca8bdbe6349f	2026-04-10	Nihala (Ma'at)	feat: compose_from_enriched_book v2 — compose_chapter_prose + clean_for_delivery	15	5000	14				
commit	e706b8cc21ae681588faf0db54b1b01ece6c3388	2026-04-11	Nihala (Ma'at)	chore(backup): auto backup 2026-04-11 06:25:00	1	1	0	(agent/compose-delivery-wave2)			
commit	5ca033efc9875233438eb601d51db99297bebe33	2026-04-11	Nihala (Ma'at)	chore(backup): auto backup 2026-04-11 05:24:52	1	1	0				
commit	dc5f81718a5b850bae0ed8b1cf96c959fb99c137	2026-04-11	Nihala (Ma'at)	chore(backup): auto backup 2026-04-11 04:24:45	1	1	0				
commit	0cff40f08b15777bb55ee0d96f0c4105e371b856	2026-04-11	Nihala (Ma'at)	chore(backup): auto backup 2026-04-11 03:24:38	1	1	0				
commit	5f9cb61515a56cd18d91704ce63229d2d878e455	2026-04-11	Nihala (Ma'at)	chore(backup): auto backup 2026-04-11 02:22:45	416	8436	0				
commit	72de086b5ac322c0f46a1cfdc35f977ebfad8573	2026-04-11	Nihala (Ma'at)	chore(backup): auto backup 2026-04-11 01:22:09	73	217	0				
commit	7e23b2b1544027aacf2ebbdc7dcada2d289bfdcd	2026-04-11	Nihala (Ma'at)	chore(backup): auto backup 2026-04-11 00:21:17	75	223	0				
commit	53712d0c4f3913a5d46347f85844147b82b10b72	2026-04-10	Nihala (Ma'at)	chore(backup): auto backup 2026-04-10 23:20:41	73	217	0				
commit	f9646f5ef6e8530516627c0950959e06e5ca55f3	2026-04-10	Nihala (Ma'at)	chore(backup): auto backup 2026-04-10 22:20:01	76	228	0				
commit	b97542352766cbc7114fca4b2efc18fc3034d321	2026-04-10	Nihala (Ma'at)	chore(backup): auto backup 2026-04-10 21:19:25	73	217	0				
commit	25ec721c22f0529654cc79e97e632de28b4398ec	2026-04-10	Nihala (Ma'at)	chore(backup): auto backup 2026-04-10 20:18:52	79	232	3				
commit	2800506da68e363601f16b199cafd290b6c1dd8b	2026-04-10	Nihala (Ma'at)	docs: Refresh pilot books and comparison report (teacher-matched baseline).	30	2950	2648		teacher		
commit	c91ce70d83ee690a23e502d2e42d90f76f84e397	2026-04-10	Nihala (Ma'at)	feat: compose_from_enriched_book v2 — compose_chapter_prose + clean_for_delivery	15	5000	14				
commit	ed4db4275c4eaca90c0bd4ee5d57880b91eb0395	2026-04-10	Ahjan108	feat: EnrichmentSelect + spine pipeline pilot (3 topics) (#375)	112	12680	1				
commit	846443b94d0ec14de52537213639b5219e9c1dac	2026-04-10	Nihala (Ma'at)	chore(backup): auto backup 2026-04-10 19:18:21	76	245	0	(agent/enrichment-pilot)			
commit	fd3974eb007c24c5f207eb682ddc036ca0deb729	2026-04-10	Nihala (Ma'at)	docs: pipeline comparison report — new spine pipeline vs registry fast-path	2	70	1				
commit	e41d3b5da86157edb224c292004a1e6048cae6cb	2026-04-10	Nihala (Ma'at)	feat: EnrichmentSelect + pilot runner + 3-topic comparison	36	12857	1				
commit	1288af503f75193f9a4eb69083c6c25b67f8766f	2026-04-10	Nihala (Ma'at)	feat: 3 pilot books (anxiety + grief + burnout) — new vs baseline	30	11528	0				
commit	e451dc59044bdfcb34afa0e965bc6cdcc423e09e	2026-04-10	Nihala (Ma'at)	feat: pilot runner script (spine → knobs → beatmap → enrichment → compose)	1	85	0				
commit	37ad117c102351488b559c34fbcfebf6bea41084	2026-04-10	Nihala (Ma'at)	feat: compose_from_enriched_book() — new pipeline prose renderer	1	30	0				
commit	4ab415862457b704dda11edc8ef7b2bbb214d48c	2026-04-10	Nihala (Ma'at)	feat: EnrichmentSelect — fill beatmap slots from teacher/persona/registry atoms	2	722	0		teacher		
commit	f216bb549925ee3d6be58f3647435ece6227cf18	2026-04-10	Ahjan108	feat(video): P0 upgrades — xfade, lut3d, noise, vignette, pyloudnorm, quality metrics QC	10	5976	15				
commit	af0dd79e23941ada1bdfb8f38777605811a0b855	2026-04-10	Nihala (Ma'at)	chore(coord): mark ws_video_p0_upgrades_20260410 completed — PR #376	1	1	1	(agent/video-p0-ffmpeg-upgrades)			
commit	ffd27abb8a85bc5323deb4fa159883c51f742156	2026-04-10	Nihala (Ma'at)	feat(video): P0 upgrades — xfade, lut3d, noise, vignette, pyloudnorm, quality metrics QC	10	5976	15				
commit	c2bbdc992ea01346ab4878fb120da936d2054a43	2026-04-10	Ahjan108	docs: video pipeline enhancement research — 58 tools, P0/P1/P2 priorities	2	1187	0	(claude/affectionate-faraday)			
commit	f4aa952aaba801060b24329af2b2c06cef25fc08	2026-04-10	Ahjan108	feat: BeatmapCompile stage (ShapedSpine → Beatmap)	4	842	355				
commit	6d68d705019f43767dd4344b376c7632292141a8	2026-04-10	Nihala (Ma'at)	docs: video pipeline enhancement research — tools, queuing, effects, manga	2	1188	0		manga		
commit	9265d51bf1a2b90ed01dd292c17d162a6b7b7dd8	2026-04-10	Nihala (Ma'at)	chore: ACTIVE_WORKSTREAMS — beatmap compile + knob apply completions	1	2	1	(agent/beatmap-compile)			
commit	24b84a2747b69a0f325149e3969d3155ae39e052	2026-04-10	Nihala (Ma'at)	docs: align KNOB_APPLY_STAGE_CONTRACT with knob_apply and BeatmapCompile	1	92	354				
commit	18c3240d22965555932a2812b1c4440abed5304b	2026-04-10	Nihala (Ma'at)	test: BeatmapCompile suite for anxiety, grief, and burnout (30 tests)	1	287	0				
commit	4554d4927f9ed0787b632bc32a919664699ddea5	2026-04-10	Nihala (Ma'at)	feat: BeatmapCompile — ShapedSpine to concrete Beatmap (slots, budgets, hooks)	1	461	0				
commit	46c98a7c7144ee5e672a42a1de98addd4983ddaf	2026-04-10	Ahjan108	docs+contract: Knob Apply stage (schemas, merge order, signatures) (#371)	3	747	1				
commit	fd87bd5024d12ce30a7dfe7145ff2d6ad3321aee	2026-04-10	Nihala (Ma'at)	feat: knob_apply_contract.py — dataclass definitions + function signature	2	218	1	(agent/knob-apply-contract)			
commit	39b5a8a4e59106263690b01c3bf2ed79d2a1ce4b	2026-04-10	Nihala (Ma'at)	docs: Knob Apply stage contract — input/output schemas + merge order	1	529	0				
commit	4ab786b78909d0546044daff2b673ddb59f3be13	2026-04-10	Ahjan108	feat: standalone Knob Apply stage (knob_apply + tests) (#372)	7	5254	0				
commit	1703cc7cf03ccdd54dd7aee86086548c4599d26f	2026-04-10	Nihala (Ma'at)	chore: ACTIVE_WORKSTREAMS — ws_knob_apply_implementation_20260410	1	1	0	(agent/knob-apply-implementation)			
commit	0e7df711c37b101f32066add51a92205a41e54ac	2026-04-10	Nihala (Ma'at)	test: knob apply suite (37 tests) and CI fixtures	5	4430	0				
commit	2a0c4356ef0371b10d173d1a8f88173da0f1bf8b	2026-04-10	Nihala (Ma'at)	feat: knob apply planning module (apply_knobs, validation, audit)	1	823	0		audit		
commit	43574c290458696d72138eff6e33276e48d825bb	2026-04-10	Nihala (Ma'at)	chore(backup): auto backup 2026-04-10 18:17:40	4	2	0	(origin/agent/image-banks, agent/image-banks)			
commit	f3a6a56aa4e1431bd2a659df2765e4a906958c78	2026-04-10	Nihala (Ma'at)	feat: Stillness Press ComfyUI image bank scripts (US + JP)	8	997	58				
commit	af49a8c31ce91c8d4ec2892669e750c6afb3e28a	2026-04-10	Nihala (Ma'at)	feat: wire 13 YouTube chapter videos on teacher showcase	2	106	27	(agent/youtube-videos-13)	teacher		
commit	9ff6d8ffe42f06273026b8aa95628d2027902339	2026-04-10	Nihala (Ma'at)	feat: assemble teacher YouTube 5-min slideshows (FFmpeg, therapeutic arc)	1	542	0		teacher		
commit	d63713cd1e0104ef45e85d8304b368cc9613744d	2026-04-10	Nihala (Ma'at)	feat: add FLUX gouache image bank script for teacher YouTube (Pearl Star)	2	386	0		teacher		
commit	d88aa6560798ffe8d5481e820bf919082109ddd0	2026-04-10	Nihala (Ma'at)	feat: per-topic knob profiles for spine→beatmap pipeline	2	2104	0	(agent/bestseller-spines)			
commit	ee72e6a38523a49801ff62a3fa444b8670dc0051	2026-04-10	Nihala (Ma'at)	feat: add full Master Wu × courage e2e artifact tree	126	5540	0	(origin/agent/e2e-master-wu-courage, agent/e2e-master-wu-courage)			
commit	d3757bc469d0bc9839c8833d342892b285977add	2026-04-10	Nihala (Ma'at)	feat: refresh Master Wu courage assembled outputs after zh sync and FLUX bank	15	264	0				
commit	f3d6da66721a796e44ed18ee9d5bbdc30abd002d	2026-04-10	Nihala (Ma'at)	chore: untrack oversized step5_video.log in master_wu e2e workspace	1	4	0				
commit	8bd3fa65dc035654a526a401f4fac3d33ed5d577	2026-04-10	Nihala (Ma'at)	feat: refresh Master Wu courage assembled outputs after zh sync and FLUX bank	15	138	129	(agent/e2e-master-wu-courage-bak-oversized)			
commit	764676da9e3846f239c6109ce75d85d880322230	2026-04-10	Nihala (Ma'at)	chore: untrack oversized step5_video.log in master_wu e2e workspace	2	4	0				
commit	202af42a0da548840556e3546f351cce4c6587be	2026-04-10	Nihala (Ma'at)	chore(backup): auto backup 2026-04-10 17:16:23	179	6842	0				
commit	a9479e74bb3d655d6946f1169a00b9f159bfc5a4	2026-04-10	Nihala (Ma'at)	feat: sleep_anxiety + financial_anxiety + financial_stress + somatic_healing spines	5	2604	0				
commit	2c27d7a1311633f5ac4a3c419f7764feba3628f4	2026-04-10	Nihala (Ma'at)	feat: overthinking + compassion_fatigue + social_anxiety spines	3	1859	0				
commit	2ae09f50433ba2d20b3463bb474ef77bfbdfecd9	2026-04-10	Nihala (Ma'at)	feat: boundaries + depression + courage spines	3	2212	0				
commit	ce354c7bdaa91f9aa3e22d64e9c2f4f1d67313a5	2026-04-10	Nihala (Ma'at)	feat: burnout + self_worth + imposter_syndrome spines	3	2063	0				
commit	52d60b1fbb05ba111a35ad787459bc3b50c55dc6	2026-04-10	Nihala (Ma'at)	feat: anxiety + grief spines (the two structural anchors)	2	1562	0				
commit	69e11e898bbe5612a00c168dad3733c1bd8f7787	2026-04-10	Nihala (Ma'at)	docs: bestseller spine writer spec	1	358	0				
commit	497f9ad0e7ec1928a999e6c59a1db5c3bb195a89	2026-04-09	Ahjan108	Teacher showcase: media wiring audit + asset fixes (#366)	11	400	165		teacher,audit		
commit	25d281cbb1c04b3b16ad2ae9fbabad1cbd6699fe	2026-04-10	Nihala (Ma'at)	fix: wire disconnected media assets into teacher showcase	9	261	165	(agent/showcase-media-audit)	teacher		
commit	6fb9ab8acb453ac447c301974fa64901975a8875	2026-04-10	Nihala (Ma'at)	docs: teacher showcase media wiring status audit	2	139	0		teacher,audit		
commit	bba035da7cd8a14725553144ef90946179243da1	2026-04-10	Nihala (Ma'at)	docs: document all — unified pipeline registry + cover packaging in DOCS_INDEX	1	31	1	(agent/cover-packaging-audit-20260410)			
commit	0813a2b513829c1c555c75246a32ba7a299b0d3c	2026-04-09	Ahjan108	fix(release): normalize EPUB embedded covers; cover packaging audit (#364)	6	210	7		audit		
commit	eed1026a43811b54e3ba53d52de8d62dcb403592	2026-04-10	Nihala (Ma'at)	fix(release): normalize EPUB embedded covers; cover packaging audit	6	210	7		audit		
commit	5ba3ad45731b8960a80553a2be606032bbd6d437	2026-04-10	Nihala (Ma'at)	fix(release): normalize EPUB embedded covers; cover packaging audit	6	210	7	(agent/showcase-kdp-wiring)	audit		
commit	1e1a8d48883706452853885d4b48783839e5ce74	2026-04-10	Nihala (Ma'at)	chore(backup): auto backup 2026-04-10 15:15:05	44	92495	10663				
commit	b4c95a6508b210a98609c97d46c97399d22288f9	2026-04-10	Nihala (Ma'at)	docs: refinement results v2 — iteration history + final state	3	2848	785	(origin/claude/zen-dijkstra, claude/zen-dijkstra)			
commit	95b7fd25df2d95c59bd2896dabdd852003dbf2be	2026-04-10	Nihala (Ma'at)	feat: exercise overhaul — Pearl_Writer rewrites across 14 registries	15	694	631				
commit	c63fdcbb8a7fcf59efea8d7818c82456171237a5	2026-04-10	Nihala (Ma'at)	docs: document KDP covers + teacher podcast pipeline	3	381	1	(agent/kdp-covers-podcast)	teacher		
commit	869688e70f8184806b4053735e7f847fa2b0ab44	2026-04-09	Ahjan108	feat: wire KDP covers + podcast click-to-play into teacher showcase (#362)	1	295	65		teacher		
commit	13ec5e4db1ba669aaf7c1bed99d599b609ee7355	2026-04-10	Nihala (Ma'at)	feat: wire KDP covers + podcast click-to-play into teacher showcase	1	295	65	(pr-362)	teacher		
commit	ad5a46041b496d9bb5deb126c01c9992f596fcd2	2026-04-09	Ahjan108	feat: unify exercise waterfall (AssemblyContext + Phoenix standards) (#361)	20	461	69				
commit	df5f46a9b64f06785ec732ef636647b7492cfb21	2026-04-10	Nihala (Ma'at)	test: exercise composer assertions for Phoenix aha openers	1	9	3	(agent/exercise-system-upgrade)			
commit	0fb1f8fc5f055bc965081fb37165b6e78e99a5fc	2026-04-10	Nihala (Ma'at)	feat: exercise_source telemetry and quality_summary for atom renders	1	73	1				
commit	9b21bdf82343a1842aceb484920188d257abbceb	2026-04-10	Nihala (Ma'at)	feat: wire AssemblyContext from chapter metadata and track exercise sources	1	103	34				
commit	51976bd43bc8b1d899ff0d95c7d7f1eecbe9d56f	2026-04-10	Nihala (Ma'at)	feat: Phoenix standard keys for assembler; library compose + library_34 warnings	2	194	20				
commit	0dc32a7af1c9a918097c424f0906a44ca5946a3a	2026-04-10	Nihala (Ma'at)	feat: promote exercises_v4 atoms to approved; add Phoenix standard defaults	13	21	11				
commit	3a398fca17ae37ef4c5fac388df7947f8d1f765d	2026-04-10	Nihala (Ma'at)	docs: exercise system audit — 4 systems mapped, gaps identified	2	61	0		audit		
commit	ad0629449c9c3a53e483f65bc25ccdaf72273a3b	2026-04-10	Nihala (Ma'at)	docs(coord): add PR rebase batch closeout note	1	49	0	(origin/codex/pr-triage-closeout-20260410, codex/pr-triage-closeout-20260410)			
commit	9d23746024abc026515f15b77ffcd80858d43d69	2026-04-10	Nihala (Ma'at)	chore(backup): auto backup 2026-04-10 14:14:03	30	12234	90	(origin/codex/funnel-closeout-selfcontained, codex/funnel-closeout-selfcontained)			
commit	474cf9281694930c418cdf5c5e7408a0da147e94	2026-04-10	Nihala (Ma'at)	docs: TTS soundtrack hardening closeout record + index link	3	114	0	(agent/docs-tts-hardening-closeout-20260410)			
commit	9198476fba002aab2548a436384f96df9fc3f0f8	2026-04-09	Ahjan108	docs: sync Pearl_PM state with ACTIVE_WORKSTREAMS (#357)	2	38	9				
commit	e0550f9534d226b416fdc6a291de2e438debfe95	2026-04-09	Ahjan108	feat: all P0+P1 brand admin improvements (provenance + economics + locale + playbooks) (#324)	2	191	1	(agent/teacher-video-rebase)	brand		
commit	0c24e1906a7c6f79bf0bc92eace64c1454873ea4	2026-04-09	Nihala (Ma'at)	feat: implement all P0+P1 brand admin improvements (7 items)	2	191	1	(agent/brand-admin-rebase)	brand		
commit	924379eac37e9c8c9decd6f8e1bf20a9b4721a15	2026-04-09	Nihala (Ma'at)	revert: remove P0+P1 changes from root HTMLs (redoing in brand-wizard-app)	5	30	273		brand,wizard		
commit	75ca1dce7b2df5ae1176513898c1bbd98c266438	2026-04-09	Nihala (Ma'at)	feat: implement all P0+P1 brand admin improvements (7 items)	5	273	30		brand		
commit	7a6ff5adb2f388202d5add4359ff4ba575208f0c	2026-04-09	Ahjan108	feat: deep catalog quality analysis — 15-topic EI scoring, bestseller benchmark, enhancement roadmap (#331)	8	4344	0		catalog		
commit	6e750521262e4b9a728f754497263faa017fcf44	2026-04-10	Nihala (Ma'at)	docs: catalog enhancement roadmap — per-topic improvements + EI v2 tuning	2	559	0	(agent/catalog-quality-rebase)	catalog		
commit	832f50e1aacc879f2b6c60f1143078abab090c45	2026-04-10	Nihala (Ma'at)	feat: EI v2 learner update from catalog scoring	2	57	0		catalog		
commit	f421daede37da3f85b2f6dc36fe5e02291bc1388	2026-04-10	Nihala (Ma'at)	feat: catalog deep scores — 45 books analyzed	2	2071	0		catalog		
commit	e3e0c41b322db43f82c4cc5382bd9e8b90a47167	2026-04-10	Nihala (Ma'at)	feat: deep catalog scoring script (15 dimensions × 45 books)	1	844	0		catalog		
commit	2355a0bef244acabd2db73c947d0fe975f84616c	2026-04-10	Nihala (Ma'at)	docs: bestseller quality benchmark research (15 topics)	1	813	0				
commit	938a592ae1e7dbf7b536091149c7a33009892a3b	2026-04-09	Ahjan108	feat: 12-month rolling projection system + manga brand series planning (#330)	16	3365	16		manga,brand		
commit	b5645664d0f948fa0508981a95674352e576be56	2026-04-10	Nihala (Ma'at)	feat: Projections + Manga Strategy tabs in PhoenixControl	8	1066	0	(agent/rolling-projection-rebase)	manga		
commit	c94673d219aabb6bb4753ae55eb095a207273311	2026-04-10	Nihala (Ma'at)	feat: projection artifacts dir + workstream registration	1	1	0				
commit	daebe4bc30bdfe097f6fb8da60c27e62990b3dfa	2026-04-10	Nihala (Ma'at)	docs: session handoff — Pearl_Prez/Dev/Marketing 2026-04-10	1	175	0	(agent/teacher-showcase-triptych-html)			
commit	93512c6760cbeff630f11ebe5a757b1953c89351	2026-04-09	Ahjan108	docs(coord): make funnel closeout wording resilient to main advancing	1	9	8				
commit	2ae7daad1294dad6a2333e2dad1028f064849351	2026-04-10	Nihala (Ma'at)	feat: wire projection into weekly production queue	1	101	16				
commit	3d4c3438086f1abdffeca451e28dbac9179d817e	2026-04-10	Nihala (Ma'at)	feat: revenue projector — plan → monthly/quarterly forecast	1	358	0				
commit	06266e94cb65b3c1d55c5eccf655b6f9faf55a3a	2026-04-10	Nihala (Ma'at)	feat: marketing feedback adjuster — daily signal → replan	1	370	0				
commit	f6b302c69cef356d11c219892fabc616b60786cf	2026-04-09	Ahjan108	feat: KDP covers (52) + podcast episodes (13) + cover generator script (#359)	79	1108	0				
commit	18cfb9de014decacdadd24dc586baaa791a360dd	2026-04-10	Nihala (Ma'at)	feat: projection planner — organic 52-week distribution	1	305	0				
commit	b535f706a05c942699c68850818afb8b442050ea	2026-04-10	Nihala (Ma'at)	feat: manga brand series plan config (13 brands)	1	425	0		manga,brand		
commit	885db182c52d5eab81301ff84d3b02a6a08599e0	2026-04-10	Nihala (Ma'at)	feat: annual projection targets config (12 lanes × format mix)	1	208	0				
commit	b6f2a7cc401f61cb1d42a1621fd9356e04f74e59	2026-04-10	Nihala (Ma'at)	docs: manga series portfolio research (industry benchmarks)	1	531	0		manga		
commit	f6ef5b5b6cc4abaecd0e9762b53fe85c3347bcb5	2026-04-10	Nihala (Ma'at)	docs(coord): make funnel closeout wording resilient to main advancing	1	9	8	(agent/funnel-closeout-wording)			
commit	859ce64a684f498867cc70e2361a0cf52646e7af	2026-04-10	Nihala (Ma'at)	docs: fix broken unified_personas link in DOCS_INDEX	1	2	2	(agent/docs-fix-merge-20260410)			
commit	1a0ccb9f5ce3c958d1a3655612c3e217c8cc1b15	2026-04-10	Nihala (Ma'at)	feat: KDP covers (52) + podcast episodes (13) + cover generator script	79	1108	0	(agent/kdp-assets-only)			
commit	562d7da5eceee1ea780da2ca45566cab651dd2a2	2026-04-09	Ahjan108	feat: Git LFS setup + repo size audit (93 GB → forward-tracking) (#338)	5	481	0		audit		
commit	1694ecd7b70e7dcf2b292d46a89e0179c876126a	2026-04-10	Nihala (Ma'at)	chore: add ws_lfs_setup_20260410 to ACTIVE_WORKSTREAMS.tsv	1	1	0	(agent/lfs-setup-rebase)			
commit	bd9596ebd03e4cd54d7a5b9109cc9684effe2ebb	2026-04-10	Nihala (Ma'at)	chore: .gitignore audit + missing patterns	1	12	0		audit		
commit	40fe74de92b6e7789581614fdf2ca7179c4fe6e0	2026-04-10	Nihala (Ma'at)	feat: .gitattributes for Git LFS tracking (no history rewrite)	1	41	0				
commit	1b630f9eecc4d33858700b17a9843100e79f8c1f	2026-04-10	Nihala (Ma'at)	docs: Git LFS migration plan	1	174	0				
commit	b11b79eb80a16c1ccb695d0241aebb675a753119	2026-04-10	Nihala (Ma'at)	docs: repo size audit (93 GB breakdown)	1	253	0		audit		
commit	cf28ebad5323e5b012fd7c060306e9947604126c	2026-04-10	Ahjan108	chore(coord): complete ws_tts_provider_hardening_20260410 after PR #354	1	1	1				
commit	19d419cfe686fda19c8f93653de3df26050f8342	2026-04-10	Nihala (Ma'at)	docs: sync Pearl_PM state with ACTIVE_WORKSTREAMS	1	36	7				
commit	f594a245562a0af2887b1ebf5390639597f6c91e	2026-04-10	Nihala (Ma'at)	docs(coord): funnel pipeline merge closeout (#350/#352/#355)	1	38	0				
commit	b677e0de81a26a8f3d54d436110b6b86d10c865a	2026-04-10	Nihala (Ma'at)	chore(coord): complete ws_full_funnel_system; record PR #350 #352 merge evidence	1	1	1				
commit	30a4e7256b087ae3c30f7501f79a6d26db7b8e2e	2026-04-10	Nihala (Ma'at)	feat: wire freebie_planner to funnel map — canonical slugs for 15 topics	1	17	0	(agent/funnel-quality-merge)			
commit	30c8a100eacb9733ffb70dde9ce8ead1521a88e3	2026-04-10	Nihala (Ma'at)	feat(quality): wire all quality gates into registry path of run_pipeline.py	1	332	0				
commit	cebd91c5ad3bec367f2561c5dad2c0e9ad51ed9b	2026-04-09	Ahjan108	fix(video): config-driven ElevenLabs URL in soundtrack stage (post–PR #351) (#354)	2	14	3				
commit	0d968a46b09a0616add7d26fed733f6f6a6911b5	2026-04-10	Nihala (Ma'at)	chore(coord): link ws_tts_provider_hardening to PR #354	1	1	1	(agent/tts-provider-hardening-20260410)			
commit	0ae7251a303cabdadd68a7fd74765ce2df61a976	2026-04-10	Nihala (Ma'at)	fix(video): drive soundtrack ElevenLabs spec URL from TTS config	2	14	3				
commit	227cf7d360e7303e932feb80ffa590479558c202	2026-04-10	Nihala (Ma'at)	chore(backup): auto backup 2026-04-10 13:09:58	11	11184	1	(agent/showcase-assets-only)			
commit	aa2af09d4b4de333832763a39d6d08587e187357	2026-04-10	Nihala (Ma'at)	refactor: drop ElevenLabs API — replace with CosyVoice2/Edge-TTS across all scripts	4	82	256	(agent/pipeline-verification-audit)			
commit	8d9324396b5842415572989f58b29ab632a4aa5a	2026-04-09	Ahjan108	feat: teacher showcase assets — 13 audiobook chapters + manga covers + panels (#353)	75	0	0		manga,teacher		
commit	07bab441de63d028a1e749c5c91dbc30868f23fb	2026-04-10	Nihala (Ma'at)	feat: teacher showcase assets — 13 audiobook chapters + manga covers + panels	75	0	0		manga,teacher		
commit	902b927c3cea3e25a64b73b85b11bf09407ad46f	2026-04-10	Nihala (Ma'at)	feat: wire freebie_planner to funnel map — canonical slugs for 15 topics	1	17	0				
commit	2fa4bcb7e469982dccd12d137ecf9bbb5b828f69	2026-04-09	Ahjan108	docs: pipeline verification audit — correctness, duplicates, deprecation (#351)	2	321	0	(resolve-351)	audit		
commit	7e351215269b96d69e2c878a25f9d035731c24dc	2026-04-09	Ahjan108	docs: Phoenix Omega agent system audit and machine-readable registry (#319)	4	636	0		audit		
commit	00f5cf646f3f867be6e3129e10414802c3e7f4b5	2026-04-09	Ahjan108	docs: brand admin information gap analysis (spreadsheet + research + 17 pages) (#323)	3	768	0		brand		
commit	a895a4a008324251d4537c3810f8b139883d96e6	2026-04-09	Ahjan108	feat: add triptych image row to all 13 teacher manga sections (#348)	1	1953	1374		manga,teacher		
commit	919a4538028b56bfd88e9a88056264a5392050c7	2026-04-09	Ahjan108	docs: P1 next steps + workstream tracking update (#346)	2	251	0				
commit	1c6b37e0ddfe58811b9cf9e7d5310e74eac6456d	2026-04-09	Ahjan108	docs: CI next steps + workstream tracking (PR #345 complete) (#349)	8	231	3				
commit	0c2b2d68339a06b3ca8ff8405920a025a18acb12	2026-04-10	Nihala (Ma'at)	docs: pipeline verification audit — correctness, duplicates, deprecation	2	321	0		audit		
commit	d32e5505718872c66572bf22a0a09790ca837528	2026-04-10	Nihala (Ma'at)	feat(quality): wire all quality gates into registry path of run_pipeline.py	1	332	0				
commit	6833ce8eccf7fc73435831c6620c84aa1f0ceb55	2026-04-10	Nihala (Ma'at)	chore(backup): auto backup 2026-04-10 12:09:30	6	5	2	(agent/ci-next-steps)			
commit	9ca37426ea866d0d462eab5b1b8b14f023a113e2	2026-04-10	Nihala (Ma'at)	chore: update workstream tracking (CI fix complete, ws_ci_fix_20260410)	1	1	1				
commit	0095a2f7d24d380cf5166092725d7fea68e7cd95	2026-04-10	Nihala (Ma'at)	docs: CI next steps — fixed vs remaining issues after PR #345	1	225	0				
commit	abd48de1c1e5cd6917f48edfa723a910619db1f0	2026-04-09	Ahjan108	fix: Core tests CI — chapter_flow_gate_report vacuous PASS on 0 chapters (#345)	3	57	2				
commit	571c1e54727e14030565424d152917c59b2148b6	2026-04-10	Nihala (Ma'at)	feat: add triptych image row to all 13 teacher manga sections	1	1953	1374		manga,teacher		
commit	f5f37b710fdad68d184ec02b6f6310ee25dabf69	2026-04-10	Nihala (Ma'at)	feat: full production run — Adi Da self_worth gen_z 6h (integration test)	28	1226	0	(agent/full-production-adi-da)			
commit	2e5dd406228ef0742ed8f7113ac9e8cab72cc3e0	2026-04-10	Nihala (Ma'at)	feat: add triptych image row to all 13 teacher manga sections	40	264	13	(agent/teacher-showcase-portfolio)	manga,teacher		
commit	a33a42f1ad6aeac042190a7269fe7de9c07a657a	2026-04-10	Nihala (Ma'at)	chore: update workstream tracking (P1 audit complete, atom gap pending)	1	2	0		audit		
commit	ad4f342adb483342c47582d435c4f8ed0479bf87	2026-04-10	Nihala (Ma'at)	docs: P1 next steps — actionable work items from health audit	1	249	0		audit		
commit	33c99eacbd0654aa10da19b1356147e5063a6299	2026-04-09	Ahjan108	docs: P1 health audit — DOCS_INDEX gaps, teacher bank audit, persona atom audit, brand expansion, registry coverage, consolidated report (#343)	7	944	104		brand,teacher,audit		
commit	ef9388c51d3b298098d36cfb02ad0c3647454851	2026-04-10	Nihala (Ma'at)	chore: add ws_ci_fix_20260410 to ACTIVE_WORKSTREAMS.tsv	1	1	0	(agent/fix-ci-main)			
commit	a2280c624aabd028b619e6442512cec5801505dd	2026-04-10	Nihala (Ma'at)	docs: CI failure audit — known remaining issues	1	54	0		audit		
commit	fb528b6b8a3dfd0f18d479c57d24f0c9e9e36e84	2026-04-10	Nihala (Ma'at)	fix: chapter_flow_gate_report vacuous PASS on 0 chapters	1	2	2				
commit	d56d26dbda4840843b1c01b05cef07311092f2e6	2026-04-10	Nihala (Ma'at)	fix: teacher showcase videos — correct durations, platform, FFmpeg filter	1	187	96	(origin/agent/teacher-videos-render, agent/teacher-videos-render)	teacher		
commit	9613563172ff4f9aaf3d3b7be6dcab9417ced4fb	2026-04-10	Nihala (Ma'at)	feat: wire corrected audio into teacher_showcase.html + add video hosting doc	2	92	20		teacher		
commit	368d4d0d687900ba5b6bef9588fa1af3c4dc37a8	2026-04-10	Nihala (Ma'at)	feat: re-render sai_ma TikTok showcase video with corrected audio source	1	0	0				
commit	0780f63fc01127ee4361c6fabb0654c491468c6b	2026-04-10	Nihala (Ma'at)	feat: align showcase audio — 12 hook clips from audiobook_samples per manifest.json	12	0	0				
commit	8fdc1310660a78590117570c6679b74a303800be	2026-04-10	Nihala (Ma'at)	chore(backup): auto backup 2026-04-10 11:09:15	15	14	7				
