row_type	name	subsystem	status	last_touched	notes	pipeline_entry_point	pipeline_called_by	pipeline_calls_into	pipeline_config_paths	pipeline_schema_paths	pipeline_test_coverage	module_top_level_area	module_line_count	module_imports_count	module_imported_by_count	module_has_main	module_has_tests	module_last_author	req_text	req_topic_cluster	req_source	req_evidence_path
module	scripts/ci/ite_gutter_check.py		live	2026-03-31								scripts	110	5	0	1	0	Ahjan108				
module	scripts/ci/ite_soundtrack.py		live	2026-03-31								scripts	109	6	0	1	0	Ahjan108				
module	scripts/ci/ite_stealth_scan.py		live	2026-03-31								scripts	103	7	0	1	0	Ahjan108				
module	scripts/ci/llm_bestseller_error_report.py		live	2026-03-06								scripts	325	7	0	1	0	Ahjan108				
module	scripts/ci/llm_cohesive_bestseller_tester.py		live	2026-03-06								scripts	725	11	0	1	0	Ahjan108				
module	scripts/ci/load_integration_env_from_keychain.py		live	2026-04-03								scripts	76	7	0	1	0	Nihala (Ma'at)				
module	scripts/ci/log_editorial_feedback.py		live	2026-04-17								scripts	163	8	0	1	0	Nihala (Ma'at)				
module	scripts/ci/pr_governance_review.py		live	2026-04-02								scripts	375	8	0	1	0	Nihala (Ma'at)				
module	scripts/ci/report_onboarding_proof_completion.py		live	2026-03-31								scripts	86	4	0	1	0	Ahjan108				
module	scripts/ci/report_translation_coverage.py		live	2026-03-31								scripts	141	5	0	1	0	Ahjan108				
module	scripts/ci/report_variation_knobs.py		live	2026-02-24								scripts	85	5	0	1	0	Ahjan108				
module	scripts/ci/run_1000_book_simulation.py		live	2026-04-01								scripts	471	13	0	1	0	Ahjan108				
module	scripts/ci/run_canary_100_books.py		live	2026-03-03								scripts	200	7	1	1	1	Ahjan108				
module	scripts/ci/run_ei_v2_catalog_calibration.py		stub	2026-03-06								scripts	45	6	0	1	0	Ahjan108				
module	scripts/ci/run_ei_v2_rigorous_eval.py		live	2026-03-03								scripts	680	22	0	1	0	Ahjan108				
module	scripts/ci/run_ema_learner.py		live	2026-04-17								scripts	146	9	0	1	0	Nihala (Ma'at)				
module	scripts/ci/run_intelligent_sim_gates.py		live	2026-03-06								scripts	119	5	0	1	0	Ahjan108				
module	scripts/ci/run_prepublish_gates.py		live	2026-02-25								scripts	300	10	0	1	0	Ahjan108				
module	scripts/ci/run_rigorous_system_test.py		live	2026-03-03								scripts	89	5	0	1	0	Ahjan108				
module	scripts/ci/run_simulation_100k.py		stub	2026-03-06								scripts	44	6	0	1	0	Ahjan108				
module	scripts/ci/run_simulation_10k.py		stub	2026-03-03								scripts	44	6	0	1	0	Ahjan108				
module	scripts/ci/run_teacher_production_gates.py		live	2026-03-03								scripts	123	6	0	1	0	Ahjan108				
module	scripts/ci/smoke_manga_chapter_runner.py		live	2026-03-31								scripts	183	8	0	1	0	Ahjan108				
module	scripts/ci/tier0_trend.py		stub	2026-03-06								scripts	40	6	0	1	0	Ahjan108				
module	scripts/ci/update_similarity_index.py		live	2026-02-24								scripts	155	6	0	1	0	Ahjan108				
module	scripts/ci/validate_onboarding_registry.py		live	2026-03-30								scripts	129	4	0	1	0	Ahjan108				
module	scripts/ci/validate_ops_artifacts.py		live	2026-02-25								scripts	129	7	0	1	0	Ahjan108				
module	scripts/ci/validate_ops_registry_consistency.py		live	2026-02-25								scripts	78	6	0	1	0	Ahjan108				
module	scripts/ci/validate_required_checks_match.py		live	2026-03-22								scripts	118	3	0	1	0	Ahjan108				
module	scripts/ci/verify_github_governance.py		live	2026-03-04								scripts	384	10	0	1	0	Ahjan108				
module	scripts/ci/wait_for_self_hosted_runner.py		live	2026-04-18								scripts	66	7	0	1	0	Nihala (Ma'at)				
module	scripts/ci/write_pearl_prime_release_evidence.py		live	2026-03-23								scripts	137	6	0	1	0	Ahjan108				
module	scripts/ci/write_workflow_run_manifest.py		live	2026-03-31								scripts	124	6	0	1	1	Ahjan108				
module	scripts/clean_atom_prose.py		live	2026-02-26								scripts	178	6	0	1	0	Ahjan108				
module	scripts/compose_cohesive_chapter_from_plan.py		live	2026-02-26								scripts	211	8	0	1	0	Ahjan108				
module	scripts/create_freebie_assets.py		live	2026-02-24								scripts	184	9	0	1	0	Ahjan108				
module	scripts/dashboard/github_tab.py		live	2026-03-07								scripts	337	9	0	1	0	Ahjan108				
orphan_module	scripts/dashboard/ml_editorial_tab.py		orphaned	2026-03-06								scripts	83	6	0	0	0	Ahjan108				
module	scripts/distribution/distribute_to_brand_admins.py		live	2026-04-01								scripts	100	7	0	1	0	Ahjan108				
module	scripts/distribution/pre_export_check.py		stub	2026-02-24								scripts	45	7	0	1	0	Ahjan108				
module	scripts/duration/__init__.py		stub	2026-03-30								scripts	2	0	0	0	0	Ahjan108				
orphan_module	scripts/duration/_config.py		orphaned	2026-03-30								scripts	75	5	0	0	0	Ahjan108				
module	scripts/duration/duration_qc.py		live	2026-03-30								scripts	111	6	0	1	1	Ahjan108				
module	scripts/duration/plan_batch.py		live	2026-03-30								scripts	106	7	0	1	1	Ahjan108				
module	scripts/duration/plan_book_duration.py		live	2026-03-30								scripts	94	5	0	1	1	Ahjan108				
module	scripts/duration/plan_duration.py		live	2026-03-30								scripts	303	6	0	1	1	Ahjan108				
module	scripts/duration/plan_manga_pages.py		live	2026-03-30								scripts	124	5	0	1	1	Ahjan108				
module	scripts/ei_v2_marketing_dashboard_tab.py		live	2026-03-06								scripts	167	10	0	1	0	Ahjan108				
module	scripts/feeds/budget_guard.py		live	2026-03-31								scripts	172	8	0	1	0	Ahjan108				
module	scripts/feeds/check_trends.py		live	2026-03-31								scripts	308	12	0	1	0	Ahjan108				
module	scripts/feeds/daily_scrape_runner.py		live	2026-03-31								scripts	241	11	0	1	0	Ahjan108				
module	scripts/feeds/score_trends.py		live	2026-03-31								scripts	519	8	0	1	0	Ahjan108				
module	scripts/fill_non_story_coverage_gaps.py		live	2026-03-03								scripts	65	4	0	1	0	Ahjan108				
module	scripts/fix_engine_atom_depth.py		live	2026-04-02								scripts	164	5	0	1	0	Nihala (Ma'at)				
module	scripts/generate_arcs_from_backlog.py		live	2026-02-25								scripts	176	7	0	1	0	Ahjan108				
module	scripts/generate_author_cover_art_bases.py		live	2026-03-03								scripts	95	5	0	1	0	Ahjan108				
module	scripts/generate_author_cover_art_flux.py		live	2026-03-07								scripts	101	6	0	1	0	Ahjan108				
module	scripts/generate_band_depth_atoms.py		live	2026-04-02								scripts	395	10	0	1	0	Nihala (Ma'at)				
module	scripts/generate_catalog.py		live	2026-04-04								scripts	247	9	0	1	0	Nihala (Ma'at)				
module	scripts/generate_full_catalog.py		live	2026-02-25								scripts	445	12	0	1	0	Ahjan108				
module	scripts/generate_landing_pages.py		live	2026-02-24								scripts	178	4	0	1	0	Ahjan108				
module	scripts/generate_teacher_gap_atoms.py		stub	2026-02-24								scripts	44	5	0	1	0	Ahjan108				
module	scripts/git/harvest_to_main.py		live	2026-03-29								scripts	641	11	1	1	1	Ahjan108				
module	scripts/git/hourly_repo_alignment.py		live	2026-03-22								scripts	950	13	0	1	1	Ahjan108				
module	scripts/git/identify_stale_branches.py		live	2026-04-17								scripts	191	6	0	1	0	Nihala (Ma'at)				
module	scripts/git/push_guard.py		live	2026-03-23								scripts	219	7	0	1	1	Ahjan108				
module	scripts/image_generation/__init__.py		stub	2026-03-23								scripts	2	0	0	0	0	Nihala (Ma'at)				
module	scripts/image_generation/generate_bestseller_covers.py		live	2026-04-08								scripts	473	15	0	1	0	Nihala (Ma'at)				
module	scripts/image_generation/generate_brand_wizard_visual_proof.py		live	2026-04-12								scripts	341	9	0	1	0	Nihala (Ma'at)				
module	scripts/image_generation/generate_kdp_all_formats.py		live	2026-04-10								scripts	680	19	0	1	0	Nihala (Ma'at)				
module	scripts/image_generation/generate_manga_character_views.py		live	2026-04-08								scripts	192	9	0	1	0	Nihala (Ma'at)				
module	scripts/image_generation/generate_stillness_press_image_bank.py		live	2026-04-16								scripts	1145	14	0	1	0	Nihala (Ma'at)				
module	scripts/image_generation/generate_teacher_showcase_triptych.py		live	2026-04-10								scripts	360	15	0	1	0	Nihala (Ma'at)				
orphan_module	scripts/image_generation/image_qc.py		orphaned	2026-03-23								scripts	415	5	0	0	1	Nihala (Ma'at)				
module	scripts/image_generation/manga_teacher_batch.py		live	2026-04-06								scripts	452	12	0	1	0	Nihala (Ma'at)				
orphan_module	scripts/image_generation/prompt_compiler.py		orphaned	2026-03-23								scripts	303	7	0	0	0	Nihala (Ma'at)				
module	scripts/image_generation/runcomfy_batch.py		live	2026-03-23								scripts	710	15	0	1	0	Nihala (Ma'at)				
module	scripts/ingest/import_template_expand2_atoms.py		live	2026-04-11								scripts	225	8	0	1	0	Nihala (Ma'at)				
module	scripts/intake_teacher_ahjan.py		live	2026-02-24								scripts	58	5	0	1	0	Ahjan108				
module	scripts/integrations/send_message.py		live	2026-03-20								scripts	551	11	1	1	0	Ahjan108				
module	scripts/inventory/atom_coverage_audit.py		live	2026-04-22								scripts	299	7	0	1	0	Ahjan108				
module	scripts/inventory/scan_content_inventory.py		live	2026-04-07								scripts	395	9	0	1	0	Nihala (Ma'at)				
module	scripts/list_english_catalog_titles.py		live	2026-02-27								scripts	291	17	0	1	0	Ahjan108				
orphan_module	scripts/localization/llm_client.py		orphaned	2026-03-31								scripts	451	9	0	0	0	Ahjan108				
module	scripts/localization/locale_structural_gate.py		live	2026-03-31								scripts	396	8	0	1	0	Ahjan108				
module	scripts/localization/run_locale_batches.py		live	2026-03-31								scripts	391	15	0	1	0	Ahjan108				
module	scripts/localization/run_translation_loop.py		live	2026-03-31								scripts	803	17	0	1	0	Ahjan108				
module	scripts/localization/teacher_bank_locale_parity.py		live	2026-03-31								scripts	277	8	0	1	0	Ahjan108				
module	scripts/localization/translate_atoms_all_locales.py		live	2026-03-31								scripts	578	12	1	1	0	Ahjan108				
module	scripts/localization/translate_atoms_to_locale.py		live	2026-04-09								scripts	293	13	0	1	0	Nihala (Ma'at)				
module	scripts/localization/validate_translations.py		live	2026-03-31								scripts	431	11	0	1	1	Ahjan108				
orphan_module	scripts/manga/_config.py		orphaned	2026-03-22								scripts	76	5	0	0	0	Ahjan108				
module	scripts/manga/build_manga_catalog.py		live	2026-04-22								scripts	267	7	0	1	0	Nihala (Ma'at)				
module	scripts/manga/build_panel_prompts.py		live	2026-04-25								scripts	83	7	0	1	0	Ahjan108				
module	scripts/manga/check_catalog_homogeneity.py		live	2026-04-19								scripts	112	6	0	1	0	Nihala (Ma'at)				
module	scripts/manga/check_font_registry.py		live	2026-04-25								scripts	144	6	0	1	0	Ahjan108				
module	scripts/manga/forensic_quality_sprint.py		live	2026-04-18								scripts	71	4	0	1	0	Nihala (Ma'at)				
module	scripts/manga/generate_book_plans_from_series.py		live	2026-04-25								scripts	278	11	0	1	0	Nihala (Ma'at)				
module	scripts/manga/generate_manga_author.py		live	2026-03-31								scripts	464	9	0	1	0	Ahjan108				
module	scripts/manga/generate_series_plans_from_catalog.py		live	2026-04-25								scripts	393	10	0	1	0	Ahjan108				
module	scripts/manga/ite_color_arc.py		live	2026-03-30								scripts	66	9	0	1	1	Ahjan108				
module	scripts/manga/ite_fractal_check.py		live	2026-03-30								scripts	68	9	0	1	0	Ahjan108				
module	scripts/manga/ite_gutter_therapy.py		live	2026-03-30								scripts	61	9	0	1	1	Ahjan108				
module	scripts/manga/ite_panel_breath.py		live	2026-03-30								scripts	61	9	0	1	1	Ahjan108				
module	scripts/manga/ite_qc.py		live	2026-03-30								scripts	173	10	0	1	1	Ahjan108				
module	scripts/manga/list_zero_coverage_topics.py		live	2026-04-18								scripts	72	6	0	1	1	Nihala (Ma'at)				
module	scripts/manga/manga_asset_estimator.py		live	2026-04-22								scripts	294	7	0	1	0	Nihala (Ma'at)				
module	scripts/manga/manga_character_sheet_stub.py		stub	2026-04-17								scripts	37	5	0	1	0	Nihala (Ma'at)				
module	scripts/manga/manga_series_pitch.py		live	2026-04-17								scripts	64	7	0	1	0	Nihala (Ma'at)				
module	scripts/manga/migrate_lettering_v2_to_v3.py		live	2026-04-25								scripts	159	9	0	1	0	Ahjan108				
orphan_module	scripts/manga/r2_manga_release.py		orphaned	2026-04-17								scripts	139	8	0	0	0	Nihala (Ma'at)				
module	scripts/manga/run_asset_resolver.py		live	2026-03-22								scripts	67	7	0	1	0	Ahjan108				
module	scripts/manga/run_chapter_production.py		live	2026-03-23								scripts	113	11	0	1	0	Ahjan108				
module	scripts/manga/run_chapter_visual.py		live	2026-03-23								scripts	89	8	0	1	0	Ahjan108				
module	scripts/manga/run_manga_chapter.py		live	2026-03-23								scripts	193	11	0	1	0	Ahjan108				
module	scripts/manga/run_prompt_compiler.py		stub	2026-03-22								scripts	43	6	0	1	0	Ahjan108				
module	scripts/manga/run_series_setup.py		live	2026-03-23								scripts	55	5	0	1	0	Ahjan108				
module	scripts/manga/smoke_post_publish.py		live	2026-04-18								scripts	132	9	0	1	0	Nihala (Ma'at)				
module	scripts/manga/stillness_press_image_bank.py		live	2026-04-16								scripts	459	14	0	1	0	Nihala (Ma'at)				
module	scripts/manga/translate_chapter_script.py		live	2026-04-25								scripts	256	8	0	1	0	Ahjan108				
module	scripts/manga/update_font_registry.py		live	2026-04-17								scripts	59	4	0	1	0	Nihala (Ma'at)				
module	scripts/manga/validate_catalog_plan.py		live	2026-04-25								scripts	204	8	0	1	0	Ahjan108				
module	scripts/manga/validate_manga_author_collisions.py		live	2026-03-31								scripts	84	4	0	1	0	Ahjan108				
module	scripts/manga/validate_manga_json.py		stub	2026-03-23								scripts	39	6	0	1	0	Ahjan108				
module	scripts/manga/validate_manga_series_catalog_bounds.py		live	2026-04-14								scripts	62	4	0	1	0	Nihala (Ma'at)				
module	scripts/marketing/apply_scaffold_patch.py		live	2026-03-23								scripts	295	13	1	1	1	Ahjan108				
module	scripts/marketing/catalog_priority_from_research.py		live	2026-04-04								scripts	170	9	0	1	0	Nihala (Ma'at)				
module	scripts/merge_translation_shards.py		stub	2026-03-06								scripts	21	3	0	1	0	Ahjan108				
module	scripts/ml_editorial/run_market_router.py		live	2026-03-06								scripts	156	11	1	1	0	Ahjan108				
module	scripts/ml_editorial/run_reader_fit.py		live	2026-03-06								scripts	93	8	0	1	0	Ahjan108				
module	scripts/ml_editorial/run_rewrite_recs.py		live	2026-03-06								scripts	94	8	0	1	0	Ahjan108				
module	scripts/ml_editorial/run_section_scoring.py		live	2026-03-06								scripts	165	10	0	1	0	Ahjan108				
module	scripts/ml_editorial/run_variant_ranking.py		live	2026-03-06								scripts	121	10	0	1	0	Ahjan108				
module	scripts/ml_editorial/run_weekly_ml_editorial.py		live	2026-03-06								scripts	82	9	0	1	0	Ahjan108				
module	scripts/ml_loop/agent_open_fix_pr.py		stub	2026-03-06								scripts	38	6	0	1	0	Ahjan108				
module	scripts/ml_loop/run_continuous_loop.py		live	2026-03-06								scripts	115	9	0	1	0	Ahjan108				
module	scripts/ml_loop/run_daily_promotion.py		live	2026-03-06								scripts	98	9	0	1	0	Ahjan108				
module	scripts/ml_loop/run_weekly_market_recalibration.py		live	2026-03-06								scripts	92	9	0	1	0	Ahjan108				
module	scripts/music/apply_brand_dna_batch.py		live	2026-04-07								scripts	158	6	0	1	0	Nihala (Ma'at)				
module	scripts/music/build_music_index.py		live	2026-04-07								scripts	117	8	0	1	0	Nihala (Ma'at)				
module	scripts/music/download_music_bank.py		live	2026-04-07								scripts	101	8	0	1	0	Nihala (Ma'at)				
module	scripts/music/export_musicgen_manifest.py		live	2026-04-07								scripts	98	6	0	1	0	Nihala (Ma'at)				
orphan_module	scripts/music/musicgen_colab.py		orphaned	2026-04-07								scripts	128	4	0	0	0	Nihala (Ma'at)				
module	scripts/music/select_and_edit.py		live	2026-04-07								scripts	195	8	0	1	0	Nihala (Ma'at)				
module	scripts/music/upload_music_bank_r2.py		live	2026-04-07								scripts	93	8	0	1	0	Nihala (Ma'at)				
module	scripts/native_prompts_eval_learn.py		stub	2026-03-06								scripts	21	3	0	1	0	Ahjan108				
module	scripts/obs/build_structural_drift_dashboard.py		live	2026-02-24								scripts	373	8	0	1	0	Ahjan108				
module	scripts/observability/agent_open_fix_pr.py		live	2026-03-06								scripts	193	9	0	1	0	Ahjan108				
module	scripts/observability/collect_signals.py		live	2026-03-03								scripts	255	10	0	1	0	Ahjan108				
module	scripts/observability/detect_changes.py		live	2026-03-06								scripts	168	7	0	1	0	Ahjan108				
module	scripts/observability/evaluate_kpi_targets.py		live	2026-03-06								scripts	150	8	0	1	0	Ahjan108				
module	scripts/observability/impact_from_changes.py		live	2026-03-06								scripts	83	7	0	1	0	Ahjan108				
module	scripts/observability/write_operations_board.py		live	2026-03-06								scripts	116	6	0	1	0	Ahjan108				
module	scripts/onboarding/generate_briefing_narration.py		live	2026-04-01								scripts	497	14	0	1	0	Ahjan108				
module	scripts/onboarding/generate_onboarding_proof_demos.py		live	2026-03-31								scripts	79	4	0	1	0	Ahjan108				
module	scripts/onboarding/generate_onboarding_proof_pngs.py		live	2026-04-02								scripts	232	8	0	1	0	Nihala (Ma'at)				
module	scripts/onboarding/generate_visual_identity_covers_runcomfy.py		live	2026-04-03								scripts	327	11	0	1	0	Nihala (Ma'at)				
module	scripts/onboarding/generate_voice_benchmark_audio.py		live	2026-04-01								scripts	98	7	0	1	0	Ahjan108				
module	scripts/onboarding/match_narrators_for_author.py		live	2026-04-01								scripts	62	4	0	1	0	Ahjan108				
orphan_module	scripts/onboarding/onboarding_proof_visual.py		orphaned	2026-04-02								scripts	78	1	0	0	0	Nihala (Ma'at)				
module	scripts/onboarding/run_onboarding_proof_flux_and_video.py		live	2026-04-01								scripts	338	10	0	1	0	Ahjan108				
module	scripts/ops/smoke_church_brand_resolution.py		stub	2026-03-03								scripts	34	4	0	1	0	Ahjan108				
module	scripts/pearl_news/generate_teacher_articles.py		live	2026-04-11								scripts	316	12	0	1	0	Nihala (Ma'at)				
module	scripts/pearl_news/qa_local_article.py		live	2026-04-22								scripts	349	10	0	1	0	Nihala (Ma'at)				
module	scripts/pearl_news/run_daily_news_cycle.py		live	2026-04-11								scripts	464	12	0	1	0	Nihala (Ma'at)				
module	scripts/pearl_news/validate_teacher_locale_overlays.py		live	2026-04-13								scripts	108	6	0	1	0	Nihala (Ma'at)				
module	scripts/pearl_news_post_to_wp.py		live	2026-03-03								scripts	147	7	0	1	0	Ahjan108				
module	scripts/pearl_practice/assemble_from_bank.py		live	2026-04-07								scripts	264	10	0	1	0	Nihala (Ma'at)				
module	scripts/pearl_practice/compose_exercise.py		live	2026-04-07								scripts	193	8	1	1	0	Nihala (Ma'at)				
module	scripts/pearl_practice/intonation_planner.py		live	2026-04-07								scripts	215	6	0	1	0	Nihala (Ma'at)				
module	scripts/pearl_practice/run_practice.py		live	2026-04-07								scripts	426	15	0	1	0	Nihala (Ma'at)				
module	scripts/pearl_practice/template_composer.py		live	2026-04-07								scripts	273	9	0	1	0	Nihala (Ma'at)				
module	scripts/pearl_prime_en_us/assemble_first_100_qa.py		live	2026-04-25								scripts	368	9	0	1	0	Nihala (Ma'at)				
module	scripts/pearl_prime_multilingual/assemble_full_catalog_qa.py		live	2026-04-25								scripts	379	9	0	1	0	Nihala (Ma'at)				
module	scripts/pearl_prime_multilingual/build_review_pack.py		live	2026-04-25								scripts	218	8	0	1	0	Nihala (Ma'at)				
module	scripts/pilot/pearl_writer_dryrun.py		live	2026-04-12								scripts	185	7	0	1	0	Nihala (Ma'at)				
module	scripts/pilot/run_duration_matrix_pilot.py		live	2026-04-12								scripts	260	9	0	1	0	Nihala (Ma'at)				
module	scripts/pilot/run_legacy_template_packet_pilot.py		live	2026-04-11								scripts	356	15	0	1	0	Nihala (Ma'at)				
module	scripts/pilot/run_spine_pipeline.py		live	2026-04-10								scripts	104	11	0	1	0	Nihala (Ma'at)				
module	scripts/pipeline/__init__.py		stub	2026-04-10								scripts	2	0	0	0	0	Nihala (Ma'at)				
orphan_module	scripts/pipeline/_job_io.py		orphaned	2026-04-10								scripts	93	7	0	0	0	Nihala (Ma'at)				
module	scripts/pipeline/_paths.py		stub	2026-04-10								scripts	7	2	0	0	0	Nihala (Ma'at)				
module	scripts/pipeline/_video_workspace.py		stub	2026-04-10								scripts	24	2	0	0	0	Nihala (Ma'at)				
module	scripts/pipeline/acknowledge_guide.py		live	2026-04-10								scripts	60	6	0	1	0	Nihala (Ma'at)				
module	scripts/pipeline/advance_stage.py		live	2026-04-10								scripts	116	5	0	1	0	Nihala (Ma'at)				
module	scripts/pipeline/check_job.py		live	2026-04-10								scripts	138	6	0	1	0	Nihala (Ma'at)				
module	scripts/pipeline/create_job.py		live	2026-04-10								scripts	160	9	0	1	0	Nihala (Ma'at)				
module	scripts/pipeline/job_status.py		live	2026-04-10								scripts	104	6	0	1	0	Nihala (Ma'at)				
module	scripts/plan_freebie_assets.py		live	2026-02-24								scripts	155	8	0	1	0	Ahjan108				
module	scripts/podcast/__init__.py		stub	2026-04-09								scripts	2	0	0	0	0	Nihala (Ma'at)				
orphan_module	scripts/podcast/_lib.py		orphaned	2026-04-09								scripts	197	8	0	0	0	Nihala (Ma'at)				
module	scripts/podcast/assemble_podcast_episode.py		live	2026-04-09								scripts	261	10	0	1	0	Nihala (Ma'at)				
module	scripts/podcast/generate_podcast_feed.py		live	2026-04-09								scripts	163	10	0	1	0	Nihala (Ma'at)				
module	scripts/podcast/render_podcast_audio.py		live	2026-04-09								scripts	581	18	0	1	0	Nihala (Ma'at)				
module	scripts/podcast/run_podcast_pipeline.py		live	2026-04-09								scripts	264	12	0	1	0	Nihala (Ma'at)				
module	scripts/podcast/upload_podcast_to_r2.py		live	2026-04-09								scripts	99	11	0	1	0	Nihala (Ma'at)				
module	scripts/practice/__init__.py		stub	2026-02-24								scripts	2	0	0	0	0	Ahjan108				
module	scripts/practice/extract_libraries_from_rtf.py		live	2026-02-24								scripts	142	5	0	1	0	Ahjan108				
module	scripts/practice/ingest_practice_libraries.py		live	2026-02-24								scripts	151	5	0	1	0	Ahjan108				
module	scripts/practice/normalize_practice_items.py		live	2026-02-24								scripts	105	6	0	1	0	Ahjan108				
module	scripts/practice/validate_practice_store.py		live	2026-02-24								scripts	89	6	0	1	0	Ahjan108				
module	scripts/promote_approved_synthetic_atoms.py		live	2026-02-24								scripts	59	6	0	1	0	Ahjan108				
orphan_module	scripts/publish/_policy_loader.py		orphaned	2026-04-25								scripts	91	5	0	0	0	Nihala (Ma'at)				
module	scripts/publish/kdp_comics_upload.py		live	2026-04-25								scripts	257	8	0	1	0	Nihala (Ma'at)				
module	scripts/publish/webtoon_canvas_upload.py		live	2026-04-25								scripts	337	9	0	1	0	Nihala (Ma'at)				
module	scripts/qa/__init__.py		stub	2026-04-22								scripts	1	0	0	0	0	Nihala (Ma'at)				
module	scripts/qa/qa_findings_registry.py		live	2026-04-22								scripts	239	11	0	1	0	Nihala (Ma'at)				
module	scripts/qa/run_bestseller_analysis.py		live	2026-04-22								scripts	374	12	0	1	0	Nihala (Ma'at)				
module	scripts/rebuild_freebie_index_from_plans.py		live	2026-03-06								scripts	79	5	0	1	0	Ahjan108				
module	scripts/redistribute_engine_bands.py		live	2026-04-02								scripts	149	5	0	1	0	Nihala (Ma'at)				
module	scripts/registry/generate_topic_registry.py		live	2026-04-09								scripts	972	14	0	1	0	Nihala (Ma'at)				
module	scripts/release/build_admin_packets.py		live	2026-04-22								scripts	443	9	0	1	0	Nihala (Ma'at)				
module	scripts/release/build_epub.py		live	2026-04-05								scripts	459	13	0	1	0	Ahjan108				
module	scripts/release/build_manga_webtoon.py		live	2026-04-05								scripts	330	8	0	1	0	Ahjan108				
module	scripts/release/export_brand_admin_data.py		live	2026-04-22								scripts	456	9	0	1	0	Nihala (Ma'at)				
module	scripts/release/export_wave.py		live	2026-02-25								scripts	63	5	0	1	0	Ahjan108				
module	scripts/release/generate_video_schedule.py		live	2026-04-07								scripts	262	8	0	1	0	Nihala (Ma'at)				
module	scripts/release/generate_weekly_schedule.py		live	2026-02-25								scripts	549	11	0	1	0	Ahjan108				
module	scripts/release/prepare_wave_for_export.py		live	2026-02-25								scripts	79	5	0	1	0	Ahjan108				
module	scripts/release/weekly_pipeline_with_marketing.py		live	2026-03-06								scripts	160	8	0	1	0	Ahjan108				
module	scripts/render_plan_to_txt.py		live	2026-02-24								scripts	87	6	0	1	0	Ahjan108				
module	scripts/research/build_research_kb.py		live	2026-03-06								scripts	319	11	0	1	0	Ahjan108				
module	scripts/research/check_metadata_promotion_gate.py		live	2026-03-06								scripts	130	7	0	1	0	Ahjan108				
module	scripts/research/fetch_feeds.py		live	2026-03-06								scripts	81	7	0	1	0	Ahjan108				
module	scripts/research/generate_persona_topic_candidates.py		live	2026-03-06								scripts	243	10	0	1	0	Ahjan108				
module	scripts/research/kb_append.py		live	2026-03-06								scripts	313	10	0	1	0	Ahjan108				
module	scripts/research/promote_metadata_candidates.py		live	2026-03-06								scripts	198	8	0	1	0	Ahjan108				
module	scripts/research/run_research.py		live	2026-03-06								scripts	676	13	0	1	0	Ahjan108				
module	scripts/run_golden_quality_path.py		live	2026-02-25								scripts	196	5	0	1	0	Ahjan108				
module	scripts/run_manga_pipeline.py		live	2026-04-17								scripts	466	19	0	1	0	Nihala (Ma'at)				
module	scripts/run_max_quality_catalog.py		live	2026-03-22								scripts	337	9	0	1	0	Ahjan108				
module	scripts/run_pearl_news_teacher_batch.py		live	2026-03-13								scripts	605	18	0	1	0	Ahjan108				
module	scripts/run_pipeline.py		live	2026-02-24								scripts	3477	109	1	1	0	Ahjan108				
module	scripts/run_production_readiness_gates.py		live	2026-02-24								scripts	429	10	0	1	0	Ahjan108				
module	scripts/run_server.py		live	2026-03-31								scripts	67	7	0	1	0	Ahjan108				
module	scripts/systems_test/run_systems_test.py		live	2026-02-24								scripts	798	26	0	1	0	Ahjan108				
module	scripts/tag_story_atom_metadata.py		live	2026-04-02								scripts	190	5	0	1	0	Nihala (Ma'at)				
module	scripts/tag_teacher_story_metadata.py		live	2026-04-02								scripts	116	6	0	1	0	Nihala (Ma'at)				
module	scripts/teacher_integrity_dashboard.py		live	2026-02-24								scripts	91	6	0	1	0	Ahjan108				
module	scripts/teacher_integrity_report.py		live	2026-02-24								scripts	132	6	0	1	0	Ahjan108				
module	scripts/teacher_stub_f006_slots.py		live	2026-03-03								scripts	76	3	0	1	0	Ahjan108				
module	scripts/tools/tag_atom_metadata.py		live	2026-04-17								scripts	352	7	0	1	0	Nihala (Ma'at)				
module	scripts/translate_atoms_all_locales_cloud.py		live	2026-03-06								scripts	708	14	1	1	0	Ahjan108				
module	scripts/translation/browser_queue_server.py		live	2026-04-16								scripts	459	11	0	1	0	Nihala (Ma'at)				
module	scripts/translation/browser_translation_prep.py		live	2026-04-16								scripts	170	5	0	1	0	Nihala (Ma'at)				
module	scripts/translation/browser_validate.py		live	2026-04-16								scripts	227	6	0	1	0	Nihala (Ma'at)				
module	scripts/validate_and_stage_synthetic_atoms.py		stub	2026-02-24								scripts	40	4	0	1	0	Ahjan108				
module	scripts/validate_asset_store.py		live	2026-02-24								scripts	91	6	0	1	0	Ahjan108				
module	scripts/validate_book_001_readiness.py		live	2026-02-24								scripts	175	6	0	1	0	Ahjan108				
module	scripts/validate_canonical_sources.py		live	2026-02-24								scripts	122	5	0	1	0	Ahjan108				
module	scripts/validate_golden_plan.py		live	2026-02-24								scripts	72	4	0	1	0	Ahjan108				
module	scripts/validate_translations.py		live	2026-03-06								scripts	473	9	0	1	1	Ahjan108				
module	scripts/verify_pen_name_coverage.py		live	2026-03-31								scripts	113	4	0	1	0	Ahjan108				
module	scripts/video/__init__.py		stub	2026-03-06								scripts	2	0	0	0	0	Ahjan108				
orphan_module	scripts/video/_config.py		orphaned	2026-03-06								scripts	91	7	0	0	0	Ahjan108				
