persona,topic,engine,planned_book_count,brand_spread,canonical_txt_present,story_atoms_present,thesis_topic_overlay,predicted_bind_status,predicted_acceptance_ceiling
millennial_women_professionals,sleep_anxiety,comparison,56,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,burnout,shame,56,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,grief,watcher,56,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,financial_stress,spiral,56,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,compassion_fatigue,overwhelm,56,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,anxiety,watcher,56,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,anxiety,comparison,56,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,overthinking,false_alarm,56,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,burnout,watcher,56,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,financial_anxiety,spiral,56,40,True,True,False,BOUND,authored-candidate-possible (Layer 2+ reachable; NOT guaranteed — see healthcare_rns x burnout 43006 precedent)
millennial_women_professionals,burnout,spiral,56,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,compassion_fatigue,grief,56,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,anxiety,spiral,56,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,imposter_syndrome,grief,56,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,financial_stress,overwhelm,56,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,self_worth,comparison,56,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,anxiety,spiral,56,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,sleep_anxiety,grief,56,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,anxiety,overwhelm,56,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,social_anxiety,shame,56,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,financial_stress,shame,56,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,sleep_anxiety,shame,56,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,grief,watcher,56,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,overthinking,watcher,56,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,overthinking,false_alarm,56,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,burnout,comparison,56,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,burnout,shame,56,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,anxiety,grief,56,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,compassion_fatigue,watcher,56,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,imposter_syndrome,grief,56,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,sleep_anxiety,false_alarm,56,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,imposter_syndrome,grief,56,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,imposter_syndrome,overwhelm,56,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,imposter_syndrome,spiral,56,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,burnout,shame,56,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,boundaries,shame,56,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,overthinking,shame,56,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,burnout,false_alarm,56,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,somatic_healing,overwhelm,56,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,depression,watcher,56,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,courage,shame,56,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,burnout,spiral,56,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,overthinking,grief,56,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,imposter_syndrome,watcher,56,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,courage,spiral,56,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,financial_stress,overwhelm,55,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,overthinking,shame,55,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,boundaries,overwhelm,55,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,courage,spiral,55,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,social_anxiety,shame,55,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,anxiety,watcher,55,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,depression,grief,55,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,courage,shame,55,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,social_anxiety,shame,55,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,overthinking,comparison,55,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,financial_anxiety,shame,55,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,burnout,watcher,55,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,self_worth,comparison,55,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,financial_anxiety,overwhelm,55,37,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,overthinking,comparison,55,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,imposter_syndrome,overwhelm,55,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,sleep_anxiety,shame,55,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,compassion_fatigue,grief,55,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,imposter_syndrome,spiral,55,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,compassion_fatigue,overwhelm,55,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,anxiety,shame,55,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,sleep_anxiety,comparison,55,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,compassion_fatigue,watcher,55,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,overthinking,grief,55,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,anxiety,overwhelm,55,40,True,True,True,BOUND,authored-candidate-possible (Layer 2+ reachable; NOT guaranteed — see healthcare_rns x burnout 43006 precedent)
working_parents,financial_stress,shame,55,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,burnout,comparison,55,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,self_worth,comparison,55,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,boundaries,shame,55,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,imposter_syndrome,watcher,55,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,boundaries,shame,55,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,sleep_anxiety,comparison,55,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,financial_stress,spiral,55,36,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,burnout,false_alarm,55,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,imposter_syndrome,shame,55,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,sleep_anxiety,overwhelm,55,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,sleep_anxiety,watcher,55,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,sleep_anxiety,spiral,55,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,boundaries,shame,55,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,anxiety,watcher,55,40,True,True,True,BOUND,authored-candidate-possible (Layer 2+ reachable; NOT guaranteed — see healthcare_rns x burnout 43006 precedent)
gen_alpha_students,courage,false_alarm,54,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,overthinking,comparison,54,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,somatic_healing,overwhelm,54,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,overthinking,shame,54,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,boundaries,comparison,54,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,depression,watcher,54,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,imposter_syndrome,watcher,54,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,imposter_syndrome,overwhelm,54,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,depression,overwhelm,54,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,somatic_healing,overwhelm,54,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,burnout,false_alarm,54,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,compassion_fatigue,shame,54,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,imposter_syndrome,overwhelm,54,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,imposter_syndrome,grief,54,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,imposter_syndrome,comparison,54,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,overthinking,grief,54,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,boundaries,overwhelm,54,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,financial_stress,spiral,54,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,imposter_syndrome,shame,54,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,sleep_anxiety,grief,54,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,financial_anxiety,shame,54,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,overthinking,false_alarm,54,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,courage,false_alarm,54,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,sleep_anxiety,grief,54,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,financial_anxiety,overwhelm,54,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,grief,grief,54,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,anxiety,spiral,54,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,financial_stress,overwhelm,54,40,True,True,False,BOUND,authored-candidate-possible (Layer 2+ reachable; NOT guaranteed — see healthcare_rns x burnout 43006 precedent)
millennial_women_professionals,overthinking,overwhelm,54,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,imposter_syndrome,false_alarm,54,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,anxiety,watcher,53,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,compassion_fatigue,shame,53,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,anxiety,overwhelm,53,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,self_worth,shame,53,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,financial_stress,shame,53,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,courage,shame,53,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,overthinking,spiral,53,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,compassion_fatigue,overwhelm,53,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,sleep_anxiety,comparison,53,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,overthinking,grief,53,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,boundaries,overwhelm,53,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,overthinking,shame,53,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,sleep_anxiety,grief,53,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,financial_stress,shame,53,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,social_anxiety,false_alarm,53,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,overthinking,watcher,53,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,sleep_anxiety,spiral,53,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,anxiety,grief,53,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,overthinking,comparison,53,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,sleep_anxiety,shame,53,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,imposter_syndrome,spiral,53,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,sleep_anxiety,watcher,53,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,burnout,false_alarm,53,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,imposter_syndrome,overwhelm,52,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,anxiety,shame,52,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,compassion_fatigue,shame,52,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,overthinking,grief,52,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,overthinking,shame,52,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,burnout,shame,52,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,financial_anxiety,spiral,52,37,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,compassion_fatigue,shame,52,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,depression,grief,51,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,burnout,watcher,51,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,burnout,shame,51,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,anxiety,false_alarm,51,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,depression,watcher,51,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,financial_stress,overwhelm,51,36,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,imposter_syndrome,false_alarm,50,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,sleep_anxiety,watcher,50,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,financial_anxiety,spiral,50,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,burnout,comparison,50,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,overthinking,grief,50,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,self_worth,shame,50,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,somatic_healing,watcher,48,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,financial_stress,shame,47,34,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,grief,grief,46,33,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,grief,watcher,44,31,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,imposter_syndrome,false_alarm,39,28,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,imposter_syndrome,overwhelm,38,26,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,imposter_syndrome,shame,35,25,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,imposter_syndrome,spiral,32,23,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,imposter_syndrome,comparison,30,22,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,imposter_syndrome,grief,29,19,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,imposter_syndrome,watcher,22,18,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,overthinking,spiral,20,13,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,overthinking,false_alarm,19,15,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,overthinking,overwhelm,17,12,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,overthinking,shame,14,9,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,overthinking,watcher,13,9,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,self_worth,comparison,13,9,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,self_worth,shame,12,9,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,overthinking,grief,11,7,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,sleep_anxiety,false_alarm,7,6,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,overthinking,comparison,7,6,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,courage,spiral,7,6,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,courage,shame,7,6,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,courage,false_alarm,7,6,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,self_worth,comparison,6,5,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,self_worth,shame,6,5,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,burnout,grief,6,5,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,burnout,watcher,6,5,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_student,imposter_syndrome,shame,6,6,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_student,imposter_syndrome,comparison,6,6,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,sleep_anxiety,overwhelm,6,4,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,burnout,overwhelm,6,5,True,True,True,BOUND,authored-candidate-possible (Layer 2+ reachable; NOT guaranteed — see healthcare_rns x burnout 43006 precedent)
first_responders,somatic_healing,overwhelm,5,5,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,somatic_healing,watcher,5,5,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,boundaries,comparison,5,4,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
