severity	distinct_simplified_chars	total_simplified_occurrences	pr5682_ownership	simplified_chars_found	zh_tw_file
SPOT_LEAK	2	2	UNOWNED	顾团	atoms/gen_z_professionals/self_worth/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	条驳	atoms/gen_z_professionals/self_worth/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	为这	atoms/gen_z_professionals/sleep_anxiety/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	这义	atoms/gen_z_professionals/sleep_anxiety/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	这个	atoms/gen_z_professionals/sleep_anxiety/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	5	UNOWNED	双这	atoms/gen_z_professionals/sleep_anxiety/spiral/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	职业	atoms/gen_z_professionals/social_anxiety/grief/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	绍这	atoms/gen_z_professionals/social_anxiety/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	3	UNOWNED	软义	atoms/gen_z_professionals/social_anxiety/watcher/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	3	UNOWNED	东双	atoms/gen_z_professionals/somatic_healing/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	16	UNOWNED	显见	atoms/gen_z_professionals/somatic_healing/REFLECTION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	为这	atoms/gen_z_professionals/somatic_healing/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	个时	atoms/gen_z_student/anxiety/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	时内	atoms/gen_z_student/compassion_fatigue/EXERCISE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	装学	atoms/gen_z_student/financial_anxiety/PERMISSION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	园阶	atoms/gen_z_student/self_worth/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	问题	atoms/healthcare_rns/boundaries/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	OWNED_BY_5682_DO_NOT_TOUCH	续来	atoms/healthcare_rns/burnout/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	4	UNOWNED	统却	atoms/healthcare_rns/burnout/REFLECTION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	认随	atoms/healthcare_rns/burnout/comparison/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	3	UNOWNED	双这	atoms/healthcare_rns/burnout/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	为这	atoms/healthcare_rns/compassion_fatigue/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	义东	atoms/healthcare_rns/compassion_fatigue/comparison/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	这觉	atoms/healthcare_rns/compassion_fatigue/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	5	UNOWNED	双个	atoms/healthcare_rns/compassion_fatigue/spiral/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	5	UNOWNED	这个	atoms/healthcare_rns/courage/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	随当	atoms/healthcare_rns/courage/SCENE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	却带	atoms/healthcare_rns/courage/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	6	UNOWNED	场义	atoms/healthcare_rns/courage/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	识号	atoms/healthcare_rns/courage/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	来义	atoms/healthcare_rns/depression/comparison/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	现实	atoms/healthcare_rns/depression/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	OWNED_BY_5682_DO_NOT_TOUCH	这个	atoms/healthcare_rns/financial_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	14	UNOWNED	们费	atoms/healthcare_rns/financial_anxiety/REFLECTION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	这个	atoms/healthcare_rns/financial_stress/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	话义	atoms/healthcare_rns/financial_stress/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	4	UNOWNED	补这	atoms/healthcare_rns/financial_stress/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	责声	atoms/healthcare_rns/imposter_syndrome/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	责声	atoms/healthcare_rns/imposter_syndrome/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	责声	atoms/healthcare_rns/imposter_syndrome/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	责声	atoms/healthcare_rns/imposter_syndrome/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	责声	atoms/healthcare_rns/imposter_syndrome/watcher/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	随义	atoms/healthcare_rns/overthinking/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	边药	atoms/healthcare_rns/self_worth/SCENE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	6	UNOWNED	间个	atoms/healthcare_rns/self_worth/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	3	UNOWNED	个为	atoms/healthcare_rns/self_worth/watcher/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	间边	atoms/healthcare_rns/sleep_anxiety/comparison/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	为这	atoms/healthcare_rns/social_anxiety/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	这觉	atoms/healthcare_rns/social_anxiety/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	颅项	atoms/healthcare_rns/social_anxiety/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	6	UNOWNED	线环	atoms/healthcare_rns/somatic_healing/SCENE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	个脚	atoms/healthcare_rns/somatic_healing/comparison/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	3	UNOWNED	脚号	atoms/healthcare_rns/somatic_healing/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	个间	atoms/healthcare_rns/somatic_healing/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	岁时	atoms/midlife_women/anxiety/PERMISSION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	经统	atoms/midlife_women/anxiety/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	发现	atoms/midlife_women/boundaries/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	风险	atoms/midlife_women/self_worth/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	经统	atoms/midlife_women/social_anxiety/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	无论	atoms/millennial_women_professionals/anchored/anxiety/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	头话	atoms/millennial_women_professionals/anchored/anxiety/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	无论	atoms/millennial_women_professionals/anchored/anxiety/watcher/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	无论	atoms/millennial_women_professionals/anchored/boundaries/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	属变	atoms/millennial_women_professionals/anchored/boundaries/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	无论	atoms/millennial_women_professionals/anchored/burnout/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	无论	atoms/millennial_women_professionals/anchored/compassion_fatigue/comparison/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	无论	atoms/millennial_women_professionals/anchored/compassion_fatigue/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	无论	atoms/millennial_women_professionals/anchored/depression/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	头变	atoms/millennial_women_professionals/anchored/financial_stress/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	无论	atoms/millennial_women_professionals/anchored/grief/comparison/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	无论	atoms/millennial_women_professionals/anchored/imposter_syndrome/watcher/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	无论	atoms/millennial_women_professionals/anchored/overthinking/comparison/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	无论	atoms/millennial_women_professionals/anchored/self_worth/spiral/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	无论	atoms/millennial_women_professionals/anchored/sleep_anxiety/comparison/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	无论	atoms/millennial_women_professionals/anchored/sleep_anxiety/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	无论	atoms/millennial_women_professionals/anchored/somatic_healing/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	总让	atoms/millennial_women_professionals/anxiety/EXERCISE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	3	UNOWNED	当则	atoms/millennial_women_professionals/anxiety/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	读这	atoms/millennial_women_professionals/anxiety/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	场间	atoms/millennial_women_professionals/anxiety/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	无论	atoms/millennial_women_professionals/anxiety/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	6	UNOWNED	语写	atoms/millennial_women_professionals/boundaries/EXERCISE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	样点	atoms/millennial_women_professionals/boundaries/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	脚间	atoms/millennial_women_professionals/boundaries/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	为这	atoms/millennial_women_professionals/burnout/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	3	UNOWNED	间学	atoms/millennial_women_professionals/burnout/spiral/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	为这	atoms/millennial_women_professionals/compassion_fatigue/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	个号	atoms/millennial_women_professionals/compassion_fatigue/watcher/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	场统	atoms/millennial_women_professionals/depression/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	4	UNOWNED	场过	atoms/millennial_women_professionals/depression/SCENE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	为这	atoms/millennial_women_professionals/depression/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	号间	atoms/millennial_women_professionals/depression/watcher/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	钱该	atoms/millennial_women_professionals/financial_anxiety/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	个双	atoms/millennial_women_professionals/financial_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	为这	atoms/millennial_women_professionals/financial_anxiety/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	无论	atoms/millennial_women_professionals/financial_anxiety/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	3	UNOWNED	间头	atoms/millennial_women_professionals/financial_anxiety/watcher/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	实际	atoms/millennial_women_professionals/financial_stress/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	3	UNOWNED	双这	atoms/millennial_women_professionals/financial_stress/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	头崭	atoms/millennial_women_professionals/financial_stress/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	双场	atoms/millennial_women_professionals/grief/SCENE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	为这	atoms/millennial_women_professionals/grief/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	6	UNOWNED	间个	atoms/millennial_women_professionals/grief/watcher/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	经动	atoms/millennial_women_professionals/imposter_syndrome/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	为这	atoms/millennial_women_professionals/imposter_syndrome/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	3	UNOWNED	寻头	atoms/millennial_women_professionals/imposter_syndrome/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	头脚	atoms/millennial_women_professionals/imposter_syndrome/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	统达	atoms/millennial_women_professionals/overthinking/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	为个	atoms/millennial_women_professionals/overthinking/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	为这	atoms/millennial_women_professionals/overthinking/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	3	UNOWNED	间归	atoms/millennial_women_professionals/overthinking/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	间脚	atoms/millennial_women_professionals/overthinking/spiral/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	3	UNOWNED	间个	atoms/millennial_women_professionals/self_worth/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	3	UNOWNED	这东	atoms/millennial_women_professionals/sleep_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	盘点	atoms/millennial_women_professionals/sleep_anxiety/THREAD/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	6	UNOWNED	间个	atoms/millennial_women_professionals/sleep_anxiety/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	4	UNOWNED	这觉	atoms/millennial_women_professionals/sleep_anxiety/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	艺术	atoms/millennial_women_professionals/social_anxiety/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	4	UNOWNED	个实	atoms/millennial_women_professionals/social_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	14	UNOWNED	习惯	atoms/millennial_women_professionals/social_anxiety/REFLECTION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	运转	atoms/millennial_women_professionals/somatic_healing/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	为这	atoms/millennial_women_professionals/somatic_healing/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	户内	atoms/nyc_executives/anxiety/comparison/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	饥饿	atoms/nyc_executives/burnout/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	经统	atoms/nyc_executives/overthinking/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	发现	atoms/nyc_executives/overthinking/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	经统	atoms/nyc_executives/sleep_anxiety/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	经统	atoms/nyc_executives/sleep_anxiety/TAKEAWAY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	经统	atoms/nyc_executives/sleep_anxiety/THREAD/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	经统	atoms/nyc_executives/social_anxiety/TAKEAWAY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	结虚	atoms/tech_finance_burnout/compassion_fatigue/EXERCISE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	5	UNOWNED	强时	atoms/tech_finance_burnout/financial_stress/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	为写	atoms/working_parents/anchored/anxiety/watcher/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	为写	atoms/working_parents/anchored/boundaries/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	关为	atoms/working_parents/anchored/compassion_fatigue/comparison/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	为运	atoms/working_parents/anchored/compassion_fatigue/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	为写	atoms/working_parents/anchored/compassion_fatigue/spiral/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	实运	atoms/working_parents/anchored/courage/spiral/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	写实	atoms/working_parents/anchored/depression/comparison/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	实现	atoms/working_parents/anchored/depression/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	运产	atoms/working_parents/anchored/financial_anxiety/watcher/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	写实	atoms/working_parents/anchored/imposter_syndrome/spiral/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	4	UNOWNED	两为	atoms/working_parents/anchored/overthinking/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	为写	atoms/working_parents/anchored/sleep_anxiety/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	写运	atoms/working_parents/anchored/sleep_anxiety/watcher/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	5	UNOWNED	东拥	atoms/working_parents/anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	搁该	atoms/working_parents/anxiety/SCENE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	写开	atoms/working_parents/anxiety/comparison/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	关纳	atoms/working_parents/anxiety/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	关写	atoms/working_parents/anxiety/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	3	UNOWNED	场为	atoms/working_parents/anxiety/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	3	UNOWNED	个时	atoms/working_parents/boundaries/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	OWNED_BY_5682_DO_NOT_TOUCH	个双	atoms/working_parents/burnout/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	东场	atoms/working_parents/compassion_fatigue/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	数学	atoms/working_parents/grief/TAKEAWAY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	维搁	atoms/working_parents/imposter_syndrome/SCENE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	惯溃	atoms/working_parents/self_worth/EXERCISE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	个	atoms/corporate_managers/burnout/TEACHER_DOCTRINE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	齐	atoms/educators/anxiety/comparison/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	学	atoms/educators/boundaries/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	个	atoms/educators/burnout/PERMISSION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	时	atoms/educators/burnout/REFLECTION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	学	atoms/educators/compassion_fatigue/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	学	atoms/educators/courage/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	学	atoms/educators/depression/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	临	atoms/educators/depression/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	撑	atoms/educators/depression/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	学	atoms/educators/financial_stress/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	学	atoms/educators/grief/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	货	atoms/educators/imposter_syndrome/PERMISSION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	认	atoms/educators/imposter_syndrome/REFLECTION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	锚	atoms/educators/overthinking/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	认	atoms/educators/overthinking/REFLECTION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	2	UNOWNED	撑	atoms/educators/self_worth/EXERCISE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	2	UNOWNED	户	atoms/educators/self_worth/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	学	atoms/educators/sleep_anxiety/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	内	atoms/entrepreneurs/boundaries/THREAD/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	继	atoms/entrepreneurs/grief/EXERCISE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	缝	atoms/first_responders/burnout/spiral/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	缝	atoms/first_responders/compassion_fatigue/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	库	atoms/first_responders/depression/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	凑	atoms/first_responders/overthinking/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	2	UNOWNED	灵	atoms/first_responders/social_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	惫	atoms/gen_alpha_students/burnout/REFLECTION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	对	atoms/gen_alpha_students/compassion_fatigue/REFLECTION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	摇	atoms/gen_alpha_students/courage/comparison/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	3	UNOWNED	踪	atoms/gen_alpha_students/depression/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	踪	atoms/gen_alpha_students/financial_stress/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	温	atoms/gen_alpha_students/grief/SCENE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	3	UNOWNED	缝	atoms/gen_alpha_students/imposter_syndrome/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	缝	atoms/gen_alpha_students/imposter_syndrome/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	3	UNOWNED	强	atoms/gen_alpha_students/overthinking/watcher/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	让	atoms/gen_alpha_students/self_worth/REFLECTION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	装	atoms/gen_alpha_students/self_worth/SCENE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	撑	atoms/gen_x_sandwich/anxiety/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	2	UNOWNED	撑	atoms/gen_x_sandwich/courage/EXERCISE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	2	UNOWNED	撑	atoms/gen_x_sandwich/depression/EXERCISE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	OWNED_BY_5682_DO_NOT_TOUCH	财	atoms/gen_x_sandwich/financial_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	踪	atoms/gen_x_sandwich/financial_anxiety/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	2	UNOWNED	撑	atoms/gen_x_sandwich/financial_stress/EXERCISE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	2	UNOWNED	撑	atoms/gen_x_sandwich/grief/EXERCISE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	撑	atoms/gen_x_sandwich/self_worth/EXERCISE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	撑	atoms/gen_x_sandwich/self_worth/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	撑	atoms/gen_x_sandwich/self_worth/TAKEAWAY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	踪	atoms/gen_x_sandwich/sleep_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	从	atoms/gen_z_professionals/anxiety/grief/TAKEAWAY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	现	atoms/gen_z_professionals/anxiety/spiral/PERMISSION/locales/zh-TW/CANONICAL.txt
